64.536583:0.000537 236.634140:0.004686 387.219513:0.000646 473.268280:0.000779 645.365845:0.000176 688.390259:0.000181 882.000000:0.000052 946.536560:0.000060 1032.585327:0.000015 1097.121948:0.000021 1204.682983:0.000020 1419.804932:0.000015 4711.170898:0.000011 9572.926758:0.000012 9788.048828:0.000012 10067.707031:0.000015 
365.707306:0.000022 430.243896:0.000051 537.804871:0.000021 882.000000:0.000014 946.536560:0.000014 1011.073181:0.000040 1097.121948:0.000014 1161.658569:0.000014 1333.756104:0.000008 1398.292725:0.000008 1527.365845:0.000011 2452.390137:0.000014 2516.926758:0.000010 2839.609863:0.000009 3054.731689:0.000009 5421.073242:0.000008 
172.097565:0.000009 365.707306:0.000022 430.243896:0.000047 537.804871:0.000019 903.512207:0.000017 946.536560:0.000018 1032.585327:0.000027 1075.609741:0.000027 1161.658569:0.000014 1312.243896:0.000009 1527.365845:0.000013 2452.390137:0.000011 2516.926758:0.000011 2839.609863:0.000009 3054.731689:0.000010 5421.073242:0.000008 
107.560974:0.000008 172.097565:0.000009 408.731720:0.000045 537.804871:0.000014 731.414612:0.000010 795.951233:0.000011 903.512207:0.000025 946.536560:0.000023 1075.609741:0.000041 1161.658569:0.000013 1290.731689:0.000010 1355.268311:0.000009 1527.365845:0.000014 2301.804932:0.000009 2516.926758:0.000010 3033.219482:0.000009 
172.097565:0.000008 322.682922:0.000012 408.731720:0.000046 473.268280:0.000023 559.317078:0.000013 731.414612:0.000013 795.951233:0.000011 903.512207:0.000033 946.536560:0.000028 1011.073181:0.000019 1054.097534:0.000044 1161.658569:0.000011 1290.731689:0.000011 1527.365845:0.000014 2280.292725:0.000011 3033.219482:0.000010 
322.682922:0.000013 365.707306:0.000013 408.731720:0.000042 473.268280:0.000035 559.317078:0.000015 731.414612:0.000014 817.463440:0.000009 925.024414:0.000045 1011.073181:0.000023 1054.097534:0.000048 1097.121948:0.000031 1290.731689:0.000009 1548.878052:0.000013 1677.951172:0.000008 2280.292725:0.000012 3033.219482:0.000008 
301.170746:0.000010 344.195129:0.000014 408.731720:0.000036 473.268280:0.000044 559.317078:0.000015 688.390259:0.000009 731.414612:0.000016 925.024414:0.000055 989.560974:0.000023 1054.097534:0.000051 1097.121948:0.000031 1548.878052:0.000011 1677.951172:0.000010 2000.634155:0.000009 2280.292725:0.000010 2344.829346:0.000009 
301.170746:0.000011 344.195129:0.000019 408.731720:0.000033 473.268280:0.000044 537.804871:0.000018 688.390259:0.000013 731.414612:0.000016 925.024414:0.000053 989.560974:0.000017 1054.097534:0.000053 1097.121948:0.000030 1548.878052:0.000009 1656.438965:0.000011 2000.634155:0.000009 2366.341553:0.000010 3054.731689:0.000009 
86.048782:0.000014 301.170746:0.000013 365.707306:0.000026 408.731720:0.000031 494.780487:0.000047 602.341492:0.000014 709.902466:0.000016 925.024414:0.000044 1054.097534:0.000050 1548.878052:0.000008 1656.438965:0.000012 2387.853760:0.000010 2538.438965:0.000008 3033.219482:0.000008 3162.292725:0.000009 4022.780518:0.000008 
86.048782:0.000018 365.707306:0.000035 494.780487:0.000051 623.853638:0.000014 666.878052:0.000015 709.902466:0.000016 903.512207:0.000032 1075.609741:0.000045 1269.219482:0.000008 1527.365845:0.000010 1656.438965:0.000011 1893.073120:0.000009 2387.853760:0.000010 2538.438965:0.000008 3033.219482:0.000009 4022.780518:0.000008 
86.048782:0.000019 215.121948:0.000010 301.170746:0.000021 365.707306:0.000042 430.243896:0.000018 494.780487:0.000047 645.365845:0.000019 709.902466:0.000012 925.024414:0.000018 1011.073181:0.000020 1054.097534:0.000034 1269.219482:0.000009 1527.365845:0.000009 1656.438965:0.000009 1914.585327:0.000009 5937.365723:0.000009 
64.536583:0.000017 172.097565:0.000010 215.121948:0.000015 301.170746:0.000028 365.707306:0.000043 430.243896:0.000015 494.780487:0.000034 645.365845:0.000022 709.902466:0.000009 882.000000:0.000009 946.536560:0.000011 1011.073181:0.000021 1054.097534:0.000027 1140.146362:0.000011 1247.707275:0.000010 1355.268311:0.000010 
64.536583:0.000032 107.560974:0.000011 215.121948:0.000140 258.146332:0.000144 430.243896:0.000029 473.268280:0.000037 516.292664:0.000022 645.365845:0.000018 946.536560:0.000011 1011.073181:0.000021 1054.097534:0.000019 1140.146362:0.000011 1247.707275:0.000009 1355.268311:0.000012 1505.853638:0.000009 2258.780518:0.000010 
64.536583:0.000173 258.146332:0.001398 430.243896:0.000219 516.292664:0.000229 688.390259:0.000105 882.000000:0.000013 925.024414:0.000015 968.048767:0.000019 1011.073181:0.000027 1075.609741:0.000015 1118.634155:0.000010 1204.682983:0.000009 1269.219482:0.000009 1355.268311:0.000012 1505.853638:0.000010 2258.780518:0.000011 
86.048782:0.000923 258.146332:0.009424 516.292664:0.003093 709.902466:0.000491 925.024414:0.000035 968.048767:0.000037 1032.585327:0.000065 1161.658569:0.000019 1226.195068:0.000014 1269.219482:0.000021 1376.780518:0.000021 1419.804932:0.000013 1505.853638:0.000013 2258.780518:0.000011 6453.658691:0.000011 7636.829102:0.000010 
86.048782:0.002544 258.146332:0.036100 387.219513:0.003096 516.292664:0.016612 666.878052:0.001229 774.439026:0.001609 925.024414:0.000220 1032.585327:0.000413 1269.219482:0.000063 1376.780518:0.000061 1484.341431:0.000020 1548.878052:0.000015 1634.926880:0.000025 1699.463379:0.000021 7529.268066:0.000015 10110.731445:0.000016 
107.560974:0.004510 258.146332:0.092193 365.707306:0.003910 516.292664:0.051475 688.390259:0.002756 752.926819:0.005321 1032.585327:0.001165 1247.707275:0.000197 1419.804932:0.000117 1548.878052:0.000053 1613.414673:0.000063 1720.975586:0.000048 4410.000000:0.000048 7701.365723:0.000055 7765.902344:0.000048 8024.048828:0.000053 
21.512196:0.001864 86.048782:0.006324 172.097565:0.003065 258.146332:0.177547 365.707306:0.004947 408.731720:0.003805 516.292664:0.113147 774.439026:0.012488 860.487793:0.000816 925.024414:0.000705 1011.073181:0.002537 1247.707275:0.000468 1441.317017:0.000241 3700.097656:0.000228 4280.926758:0.000176 8045.561035:0.000177 
21.512196:0.002862 86.048782:0.007276 258.146332:0.279382 516.292664:0.197836 774.439026:0.023505 925.024414:0.000933 1011.073181:0.004158 1075.609741:0.001503 1183.170776:0.000721 1247.707275:0.001077 1484.341431:0.000385 3700.097656:0.000514 3979.756104:0.000366 4280.926758:0.000575 8067.073242:0.000367 9594.439453:0.000350 
21.512196:0.003661 86.048782:0.006796 258.146332:0.379580 365.707306:0.004332 516.292664:0.291957 623.853638:0.004745 774.439026:0.037579 882.000000:0.001431 1011.073181:0.004786 1075.609741:0.002322 1183.170776:0.001837 1247.707275:0.002142 3700.097656:0.000788 4280.926758:0.001109 7916.487793:0.000778 9594.439453:0.000834 
21.512196:0.003823 86.048782:0.005642 258.146332:0.463025 516.292664:0.374223 602.341492:0.012336 774.439026:0.051636 860.487793:0.003313 903.512207:0.001335 989.560974:0.004495 1032.585327:0.005628 1118.634155:0.001419 1247.707275:0.003359 1312.243896:0.001496 4001.268311:0.001360 4216.390137:0.001295 4280.926758:0.001616 
43.024391:0.003887 86.048782:0.004917 150.585373:0.004150 258.146332:0.523497 408.731720:0.007621 516.292664:0.422827 795.951233:0.064566 989.560974:0.004850 1054.097534:0.009715 1226.195068:0.004172 1312.243896:0.002602 4044.292725:0.002032 4216.390137:0.001977 4280.926758:0.002231 7938.000000:0.001859 9766.536133:0.001912 
43.024391:0.003360 86.048782:0.004871 150.585373:0.003577 258.146332:0.559308 408.731720:0.006938 537.804871:0.493555 623.853638:0.005855 709.902466:0.004639 795.951233:0.094223 989.560974:0.004602 1054.097534:0.015673 1226.195068:0.003836 1333.756104:0.003461 3420.438965:0.002783 4044.292725:0.002887 4280.926758:0.002933 
86.048782:0.005370 258.146332:0.567357 387.219513:0.006592 537.804871:0.593438 709.902466:0.005030 795.951233:0.120998 989.560974:0.004295 1054.097534:0.020876 1333.756104:0.004786 3420.438965:0.003700 3786.146240:0.003937 3872.195068:0.004238 4065.804932:0.003601 4237.902344:0.003097 4388.487793:0.003034 9658.975586:0.003052 
86.048782:0.005691 279.658539:0.542664 365.707306:0.013392 537.804871:0.660368 645.365845:0.005119 709.902466:0.005889 817.463440:0.153520 989.560974:0.004216 1075.609741:0.028361 1333.756104:0.005379 3786.146240:0.005507 3872.195068:0.005429 4259.414551:0.004131 4366.975586:0.004545 4517.561035:0.004163 9658.975586:0.004075 
86.048782:0.006045 279.658539:0.583905 537.804871:0.677433 666.878052:0.005083 817.463440:0.213319 1075.609741:0.033661 1355.268311:0.006140 3571.024414:0.004378 3743.122070:0.004839 3786.146240:0.006290 3850.682861:0.006289 4259.414551:0.004877 4366.975586:0.006771 4517.561035:0.005468 7851.951172:0.004430 9658.975586:0.004286 
107.560974:0.006524 279.658539:0.600738 365.707306:0.015422 559.317078:0.680362 817.463440:0.249850 1097.121948:0.042657 1355.268311:0.006293 3614.048828:0.005429 3721.609863:0.006227 3807.658447:0.006464 3850.682861:0.005643 3979.756104:0.005852 4259.414551:0.005174 4366.975586:0.008061 4431.512207:0.005444 4517.561035:0.006937 
107.560974:0.008605 279.658539:0.589828 365.707306:0.012662 559.317078:0.784034 666.878052:0.007895 731.414612:0.009535 838.975586:0.281894 1097.121948:0.046565 1376.780518:0.007078 3377.414551:0.005309 3635.561035:0.007368 3721.609863:0.008028 3979.756104:0.006710 4366.975586:0.008894 4431.512207:0.007741 4517.561035:0.007919 
107.560974:0.009714 193.609756:0.009329 279.658539:0.556801 365.707306:0.013228 559.317078:0.823079 838.975586:0.321717 1118.634155:0.055203 1398.292725:0.007594 3377.414551:0.007761 3635.561035:0.009130 3721.609863:0.008668 3979.756104:0.007138 4173.365723:0.008679 4366.975586:0.009519 4431.512207:0.009680 4517.561035:0.007917 
107.560974:0.009522 279.658539:0.510619 387.219513:0.015795 559.317078:0.770257 688.390259:0.009143 752.926819:0.013240 860.487793:0.310649 1140.146362:0.056268 3355.902344:0.009918 3571.024414:0.008338 3635.561035:0.009531 3721.609863:0.008126 3979.756104:0.008246 4173.365723:0.013803 4345.463379:0.009728 4431.512207:0.010321 
21.512196:0.014372 279.658539:0.457847 408.731720:0.014241 580.829285:0.789968 709.902466:0.010639 860.487793:0.339972 1140.146362:0.056218 3291.365967:0.011013 3355.902344:0.011431 3484.975586:0.008809 3571.024414:0.010294 3635.561035:0.008534 3979.756104:0.009940 4173.365723:0.017536 4345.463379:0.011126 4431.512207:0.008720 
301.170746:0.482125 387.219513:0.012306 473.268280:0.012334 580.829285:0.793784 688.390259:0.016212 752.926819:0.008735 882.000000:0.356027 1161.658569:0.058895 3291.365967:0.014576 3355.902344:0.012477 3484.975586:0.008292 3571.024414:0.011612 3893.707275:0.008963 3979.756104:0.010872 4173.365723:0.018114 4345.463379:0.012559 
301.170746:0.524265 408.731720:0.009757 602.341492:0.690645 709.902466:0.016306 752.926819:0.009002 903.512207:0.352065 1183.170776:0.058306 3291.365967:0.016865 3355.902344:0.014656 3506.487793:0.010400 3571.024414:0.011981 3764.634033:0.008531 3893.707275:0.011017 3979.756104:0.009395 4173.365723:0.015248 4345.463379:0.012752 
301.170746:0.549699 473.268280:0.012266 602.341492:0.722507 731.414612:0.012853 795.951233:0.010195 903.512207:0.388180 1226.195068:0.064474 1527.365845:0.010848 3291.365967:0.015712 3355.902344:0.017244 3506.487793:0.010420 3571.024414:0.010942 3700.097656:0.010460 3893.707275:0.011604 4151.853516:0.012692 4345.463379:0.011259 
301.170746:0.548097 494.780487:0.012525 602.341492:0.608277 752.926819:0.014900 925.024414:0.394457 1097.121948:0.008928 1247.707275:0.081396 1570.390259:0.016031 3355.902344:0.017018 3420.438965:0.010244 3571.024414:0.009003 3678.585449:0.010694 3807.658447:0.009354 3893.707275:0.011556 4151.853516:0.011261 4410.000000:0.010586 
301.170746:0.515236 623.853638:0.672683 774.439026:0.014733 817.463440:0.012311 925.024414:0.350037 1269.219482:0.101214 1591.902466:0.025092 3162.292725:0.011832 3334.390137:0.013347 3377.414551:0.013367 3678.585449:0.012437 3829.170654:0.010923 4065.804932:0.011276 4151.853516:0.012542 4410.000000:0.011696 5442.585449:0.010333 
322.682922:0.515954 623.853638:0.629238 774.439026:0.017105 838.975586:0.016060 946.536560:0.321336 1269.219482:0.113906 1613.414673:0.034913 1914.585327:0.012655 3183.804932:0.017628 3377.414551:0.010730 3678.585449:0.012494 3850.682861:0.013762 4065.804932:0.013309 4151.853516:0.015764 4302.438965:0.011113 5442.585449:0.011825 
322.682922:0.559063 645.365845:0.609712 795.951233:0.017150 946.536560:0.237258 1032.585327:0.012534 1290.731689:0.118801 1634.926880:0.046481 1957.609741:0.018924 3205.317139:0.022239 3678.585449:0.011823 3850.682861:0.016133 4087.317139:0.012813 4151.853516:0.016694 4302.438965:0.015972 4474.536621:0.009447 5464.097656:0.010973 
64.536583:0.010736 322.682922:0.579801 645.365845:0.623277 774.439026:0.014078 817.463440:0.014721 968.048767:0.195211 1290.731689:0.098166 1656.438965:0.058346 1979.121948:0.027421 2968.682861:0.013611 3226.829346:0.024184 3678.585449:0.010716 3850.682861:0.015330 4108.829102:0.016047 4302.438965:0.018072 4496.048828:0.009622 
43.024391:0.011623 322.682922:0.575302 645.365845:0.531404 774.439026:0.010964 817.463440:0.010507 989.560974:0.133120 1312.243896:0.078943 1656.438965:0.063886 2000.634155:0.032349 2968.682861:0.017662 3291.365967:0.025139 3850.682861:0.013138 4108.829102:0.016286 4173.365723:0.010735 4280.926758:0.019392 5700.731934:0.010845 
43.024391:0.015462 322.682922:0.550115 666.878052:0.508968 838.975586:0.008865 989.560974:0.107567 1333.756104:0.048797 1677.951172:0.062894 2022.146362:0.036780 2968.682861:0.016981 3033.219482:0.017573 3312.877930:0.022271 3829.170654:0.010816 4108.829102:0.011781 4173.365723:0.010000 4280.926758:0.016738 5722.244141:0.009483 
43.024391:0.015829 236.634140:0.010420 344.195129:0.613540 494.780487:0.010877 666.878052:0.427836 1011.073181:0.087711 1355.268311:0.029965 1570.390259:0.012148 1720.975586:0.062366 2022.146362:0.037348 2968.682861:0.011904 3054.731689:0.019137 3183.804932:0.009187 3312.877930:0.017347 3398.926758:0.008809 4280.926758:0.010857 
21.512196:0.012565 258.146332:0.011167 344.195129:0.636349 494.780487:0.012276 688.390259:0.323349 1032.585327:0.067180 1376.780518:0.018424 1570.390259:0.014347 1720.975586:0.056895 1850.048828:0.016184 1936.097534:0.010816 2043.658569:0.029438 2086.682861:0.027462 3054.731689:0.016454 3140.780518:0.014605 3334.390137:0.010062 
21.512196:0.010573 236.634140:0.008139 344.195129:0.603767 494.780487:0.012908 688.390259:0.248969 1032.585327:0.048110 1376.780518:0.010763 1570.390259:0.013487 1720.975586:0.036631 1850.048828:0.018141 1914.585327:0.011630 2022.146362:0.017736 2086.682861:0.021366 3076.243896:0.010432 3140.780518:0.013029 3398.926758:0.007810 
21.512196:0.007853 236.634140:0.005881 344.195129:0.527647 516.292664:0.012033 688.390259:0.165497 774.439026:0.006309 1032.585327:0.027832 1398.292725:0.004903 1570.390259:0.009137 1742.487793:0.017460 1850.048828:0.015365 1914.585327:0.010386 2022.146362:0.009216 2108.195068:0.014952 3140.780518:0.008723 3377.414551:0.005744 
150.585373:0.004060 344.195129:0.430034 516.292664:0.009635 688.390259:0.104187 903.512207:0.003357 968.048767:0.003620 1032.585327:0.015536 1570.390259:0.004553 1699.463379:0.007397 1742.487793:0.006811 1785.512207:0.005262 1871.561035:0.013938 2022.146362:0.004201 2108.195068:0.007822 3140.780518:0.004338 3377.414551:0.003914 
21.512196:0.005068 150.585373:0.003641 344.195129:0.333258 516.292664:0.006484 623.853638:0.003497 688.390259:0.068468 903.512207:0.002265 1032.585327:0.009318 1699.463379:0.003682 1742.487793:0.003206 1785.512207:0.003275 1871.561035:0.010423 1957.609741:0.002645 2022.146362:0.002575 2065.170654:0.002646 2129.707275:0.003957 
21.512196:0.003861 150.585373:0.003010 344.195129:0.252204 516.292664:0.003690 688.390259:0.050093 795.951233:0.001570 838.975586:0.001772 1032.585327:0.005529 1161.658569:0.001707 1720.975586:0.003031 1785.512207:0.002077 1893.073120:0.006313 1957.609741:0.002040 2065.170654:0.002629 2129.707275:0.002015 3140.780518:0.001396 
21.512196:0.002850 150.585373:0.002435 193.609756:0.002344 236.634140:0.002480 344.195129:0.191129 688.390259:0.040523 1011.073181:0.003234 1054.097534:0.002628 1893.073120:0.003086 1979.121948:0.002308 7894.975586:0.002827 8067.073242:0.002570 8196.146484:0.002877 9207.219727:0.002394 9529.902344:0.003448 9658.975586:0.003760 
344.195129:0.144616 688.390259:0.033961 6044.926758:0.003960 7916.487793:0.007392 8002.536621:0.008288 8045.561035:0.009619 8196.146484:0.008798 8432.780273:0.006490 8561.853516:0.004187 9185.707031:0.006655 9293.268555:0.004935 9465.366211:0.004149 9529.902344:0.011108 9680.488281:0.008824 9895.609375:0.004558 10175.268555:0.004157 
344.195129:0.105695 666.878052:0.027861 6044.926758:0.008958 7938.000000:0.014944 8045.561035:0.020684 8196.146484:0.014484 8239.170898:0.013727 8454.292969:0.016528 9207.219727:0.012551 9271.755859:0.011715 9379.317383:0.008999 9465.366211:0.010203 9551.415039:0.030120 9680.488281:0.014665 9766.536133:0.013940 10153.755859:0.008881 
344.195129:0.070537 666.878052:0.022132 7722.877930:0.016298 7938.000000:0.022388 8024.048828:0.032270 8196.146484:0.018041 8260.682617:0.023392 8454.292969:0.031120 8712.439453:0.014960 9228.731445:0.021869 9379.317383:0.018878 9529.902344:0.050206 9594.439453:0.043137 9702.000000:0.025233 9788.048828:0.031130 10110.731445:0.017810 
344.195129:0.039460 7744.390137:0.023681 7938.000000:0.029204 8024.048828:0.039647 8174.634277:0.019702 8282.195312:0.035556 8454.292969:0.044183 8712.439453:0.022184 9228.731445:0.036075 9293.268555:0.021580 9400.829102:0.026878 9529.902344:0.076972 9594.439453:0.064983 9702.000000:0.044917 9766.536133:0.048519 10110.731445:0.030455 
7744.390137:0.029825 7938.000000:0.035899 8045.561035:0.039193 8088.585449:0.026845 8282.195312:0.043068 8454.292969:0.046209 9228.731445:0.042466 9293.268555:0.029182 9400.829102:0.039386 9529.902344:0.097192 9594.439453:0.078142 9702.000000:0.066863 9766.536133:0.057502 9831.073242:0.045785 9917.122070:0.034976 10110.731445:0.039068 
7959.512207:0.040983 8045.561035:0.043460 8088.585449:0.033490 8303.707031:0.047959 8432.780273:0.035409 8475.804688:0.038173 9207.219727:0.041466 9293.268555:0.038281 9400.829102:0.051613 9529.902344:0.103429 9615.951172:0.066620 9680.488281:0.072751 9745.024414:0.068436 9831.073242:0.054917 9917.122070:0.057333 10110.731445:0.041421 
7959.512207:0.038639 8067.073242:0.039865 8303.707031:0.043024 8411.268555:0.038055 9207.219727:0.039921 9293.268555:0.041247 9400.829102:0.057602 9529.902344:0.095633 9615.951172:0.061305 9680.488281:0.085189 9745.024414:0.080437 9788.048828:0.041651 9831.073242:0.053952 9917.122070:0.074056 9981.658203:0.036191 10110.731445:0.036305 
7830.438965:0.030359 7981.024414:0.036119 8067.073242:0.040767 8303.707031:0.030697 8346.731445:0.031003 8411.268555:0.036534 9207.219727:0.030629 9271.755859:0.044466 9400.829102:0.053763 9551.415039:0.092141 9615.951172:0.051771 9680.488281:0.078286 9745.024414:0.081490 9809.560547:0.051820 9917.122070:0.075533 10024.682617:0.042397 
279.658539:0.105890 537.804871:0.043998 4474.536621:0.028462 7851.951172:0.029520 8002.536621:0.034153 8067.073242:0.032374 8217.658203:0.031490 8411.268555:0.032262 8497.317383:0.028666 9271.755859:0.036096 9400.829102:0.041221 9529.902344:0.072135 9680.488281:0.057262 9745.024414:0.071650 9917.122070:0.061256 10024.682617:0.041914 
258.146332:0.251098 537.804871:0.107723 2301.804932:0.027616 2516.926758:0.031316 4453.024414:0.025205 5593.170898:0.023661 7851.951172:0.025619 8217.658203:0.030129 8411.268555:0.026399 9271.755859:0.023904 9529.902344:0.051847 9594.439453:0.031781 9680.488281:0.036115 9766.536133:0.055322 9938.633789:0.047012 10024.682617:0.029989 
129.073166:0.022533 258.146332:0.429642 537.804871:0.205824 774.439026:0.033041 2301.804932:0.035664 2409.365967:0.021882 2516.926758:0.039428 2559.951172:0.035139 3441.951172:0.018989 4431.512207:0.021179 8217.658203:0.022734 8432.780273:0.020026 9508.390625:0.029806 9594.439453:0.021401 9766.536133:0.033847 9938.633789:0.027076 
107.560974:0.019845 258.146332:0.579392 516.292664:0.331127 752.926819:0.062904 989.560974:0.024220 2301.804932:0.035617 2366.341553:0.015066 2430.877930:0.031786 2495.414551:0.053095 2559.951172:0.051440 2646.000000:0.015069 2732.048828:0.019466 2775.073242:0.019225 3205.317139:0.014733 3441.951172:0.018859 3571.024414:0.014836 
193.609756:0.035653 258.146332:0.643159 516.292664:0.439436 752.926819:0.122275 989.560974:0.049994 1226.195068:0.017366 2237.268311:0.017862 2301.804932:0.028675 2366.341553:0.028546 2430.877930:0.059427 2495.414551:0.069838 2559.951172:0.059608 2646.000000:0.024703 2775.073242:0.027527 3291.365967:0.022302 3463.463379:0.022263 
258.146332:0.590200 516.292664:0.450874 731.414612:0.195578 968.048767:0.095447 1204.682983:0.028238 2129.707275:0.030395 2237.268311:0.028905 2301.804932:0.024234 2366.341553:0.040298 2430.877930:0.089192 2559.951172:0.057199 2624.487793:0.035860 2710.536621:0.028868 2775.073242:0.032484 3291.365967:0.029132 3484.975586:0.022669 
236.634140:0.460792 494.780487:0.466350 731.414612:0.270553 946.536560:0.161660 1183.170776:0.042394 1871.561035:0.024533 1979.121948:0.025014 2108.195068:0.040087 2237.268311:0.039834 2301.804932:0.027090 2452.390137:0.109960 2538.438965:0.041846 2624.487793:0.043626 2710.536621:0.031052 2775.073242:0.033080 3291.365967:0.028904 
236.634140:0.440121 494.780487:0.381295 709.902466:0.304910 925.024414:0.232176 1161.658569:0.051773 1893.073120:0.031620 1936.097534:0.039263 1979.121948:0.044661 2043.658569:0.042661 2108.195068:0.051492 2151.219482:0.033915 2258.780518:0.047800 2344.829346:0.040840 2452.390137:0.107740 2624.487793:0.044071 2689.024414:0.038063 
236.634140:0.355083 473.268280:0.312174 709.902466:0.283462 903.512207:0.289002 1097.121948:0.087174 1161.658569:0.050992 1893.073120:0.054762 1936.097534:0.069328 1979.121948:0.063757 2043.658569:0.054026 2108.195068:0.061476 2258.780518:0.050232 2344.829346:0.041106 2452.390137:0.082890 2624.487793:0.041096 2753.561035:0.041561 
215.121948:0.379081 451.756104:0.247241 688.390259:0.232431 882.000000:0.336895 1075.609741:0.151113 1269.219482:0.057684 1505.853638:0.044914 1699.463379:0.051395 1850.048828:0.041217 1893.073120:0.087833 1936.097534:0.092773 2065.170654:0.059494 2108.195068:0.072368 2452.390137:0.054001 2753.561035:0.056941 2947.170654:0.044890 
215.121948:0.376246 430.243896:0.221021 666.878052:0.195122 860.487793:0.339989 1054.097534:0.217683 1269.219482:0.084507 1484.341431:0.057881 1699.463379:0.072956 1807.024414:0.044112 1914.585327:0.115476 2022.146362:0.053694 2065.170654:0.069626 2108.195068:0.076645 2538.438965:0.038996 2753.561035:0.063114 2947.170654:0.043031 
215.121948:0.338031 408.731720:0.176362 645.365845:0.154646 860.487793:0.321493 1054.097534:0.263687 1247.707275:0.110309 1441.317017:0.060230 1484.341431:0.056373 1656.438965:0.069136 1699.463379:0.077000 1807.024414:0.056648 1893.073120:0.107187 1979.121948:0.067723 2022.146362:0.055468 2086.682861:0.076983 2732.048828:0.056119 
193.609756:0.316634 408.731720:0.165662 623.853638:0.114276 838.975586:0.254219 1032.585327:0.280641 1204.682983:0.136242 1398.292725:0.073557 1505.853638:0.064023 1591.902466:0.075051 1656.438965:0.072372 1699.463379:0.073385 1785.512207:0.065904 1871.561035:0.102020 1936.097534:0.069082 1979.121948:0.071839 2086.682861:0.069596 
193.609756:0.339933 387.219513:0.139125 602.341492:0.094660 817.463440:0.184484 1011.073181:0.268714 1183.170776:0.159107 1355.268311:0.094649 1505.853638:0.097456 1591.902466:0.084199 1656.438965:0.066200 1699.463379:0.077590 1785.512207:0.067321 1871.561035:0.072794 1936.097534:0.063009 1979.121948:0.067069 2065.170654:0.053219 
193.609756:0.354274 387.219513:0.145747 580.829285:0.094054 774.439026:0.155402 968.048767:0.243889 1161.658569:0.175478 1333.756104:0.118034 1441.317017:0.042265 1505.853638:0.139947 1699.463379:0.091616 1764.000000:0.057176 1850.048828:0.050784 1957.609741:0.058424 2065.170654:0.031050 2710.536621:0.020875 2839.609863:0.026732 
193.609756:0.365542 387.219513:0.129982 559.317078:0.093081 752.926819:0.152824 946.536560:0.232551 1140.146362:0.186254 1312.243896:0.145729 1505.853638:0.165638 1677.951172:0.116298 1764.000000:0.040965 1850.048828:0.044082 1957.609741:0.039257 2000.634155:0.027095 2839.609863:0.018452 3076.243896:0.018593 3140.780518:0.017114 
193.609756:0.376373 365.707306:0.143836 559.317078:0.104889 752.926819:0.142474 925.024414:0.205886 1118.634155:0.191865 1312.243896:0.163166 1484.341431:0.174147 1677.951172:0.116472 1764.000000:0.024083 1850.048828:0.038804 1914.585327:0.025424 1957.609741:0.019979 2000.634155:0.013544 2043.658569:0.014300 3076.243896:0.014956 
193.609756:0.382518 365.707306:0.149725 559.317078:0.101043 731.414612:0.146343 925.024414:0.207632 1118.634155:0.172077 1290.731689:0.186641 1462.829224:0.165296 1656.438965:0.107976 1785.512207:0.013409 1850.048828:0.026857 1893.073120:0.026451 1979.121948:0.011926 2065.170654:0.010316 2215.756104:0.009876 3097.756104:0.012635 
172.097565:0.384952 365.707306:0.148236 537.804871:0.107217 731.414612:0.136970 903.512207:0.174486 1097.121948:0.161207 1269.219482:0.169424 1462.829224:0.166126 1656.438965:0.085759 1720.975586:0.028508 1785.512207:0.015174 1828.536621:0.018369 1893.073120:0.018341 1979.121948:0.014068 2968.682861:0.010186 3119.268311:0.010944 
172.097565:0.418694 365.707306:0.141654 537.804871:0.117521 709.902466:0.126834 903.512207:0.159701 1075.609741:0.124247 1269.219482:0.162800 1441.317017:0.148837 1634.926880:0.069614 1720.975586:0.017875 1807.024414:0.018243 1914.585327:0.011635 1979.121948:0.012591 2968.682861:0.009754 3119.268311:0.007336 3355.902344:0.008250 
172.097565:0.448420 344.195129:0.137888 537.804871:0.114548 709.902466:0.127813 882.000000:0.135053 1075.609741:0.104409 1247.707275:0.139631 1419.804932:0.123422 1613.414673:0.056990 1677.951172:0.020875 1742.487793:0.012210 1807.024414:0.015626 1893.073120:0.008590 1979.121948:0.009299 2968.682861:0.007417 3355.902344:0.007632 
172.097565:0.472398 258.146332:0.005914 344.195129:0.159966 516.292664:0.126752 688.390259:0.110411 882.000000:0.122506 1054.097534:0.089700 1226.195068:0.110305 1419.804932:0.103847 1591.902466:0.047708 1699.463379:0.011908 1764.000000:0.011512 1807.024414:0.009628 1893.073120:0.005924 1957.609741:0.008271 3355.902344:0.005897 
172.097565:0.488990 344.195129:0.178898 516.292664:0.148810 688.390259:0.116503 860.487793:0.107866 1032.585327:0.076034 1226.195068:0.091032 1398.292725:0.086975 1570.390259:0.041882 1764.000000:0.007521 1828.536621:0.006752 1957.609741:0.005764 2086.682861:0.005028 2129.707275:0.003896 3269.853760:0.004566 3355.902344:0.004264 
172.097565:0.500368 344.195129:0.195291 516.292664:0.164681 688.390259:0.105407 860.487793:0.101518 1032.585327:0.073242 1204.682983:0.074177 1376.780518:0.062875 1570.390259:0.033137 1656.438965:0.005569 1720.975586:0.006583 1828.536621:0.004630 1957.609741:0.003328 2086.682861:0.004954 2258.780518:0.003347 3269.853760:0.003184 
