64.536583:0.000537 236.634140:0.004686 387.219513:0.000646 473.268280:0.000779 645.365845:0.000176 688.390259:0.000181 882.000000:0.000052 946.536560:0.000060 1032.585327:0.000015 1097.121948:0.000021 1204.682983:0.000020 1419.804932:0.000015 4711.170898:0.000011 9572.926758:0.000012 9788.048828:0.000012 10067.707031:0.000015 
279.658539:0.002272 322.682922:0.001793 408.731720:0.004097 451.756104:0.003395 494.780487:0.006251 559.317078:0.007658 709.902466:0.016123 860.487793:0.009621 925.024414:0.005309 1011.073181:0.006061 1075.609741:0.004121 1140.146362:0.003512 1312.243896:0.002191 4366.975586:0.001843 7787.414551:0.001364 9809.560547:0.001512 
279.658539:0.002009 365.707306:0.001551 408.731720:0.003632 451.756104:0.003755 559.317078:0.008236 688.390259:0.010291 838.975586:0.009874 925.024414:0.005885 1011.073181:0.005396 1097.121948:0.003349 1161.658569:0.003196 1204.682983:0.001716 1312.243896:0.001631 1398.292725:0.001454 4366.975586:0.002001 9809.560547:0.001480 
236.634140:0.002911 279.658539:0.003793 344.195129:0.002372 430.243896:0.005315 494.780487:0.004726 537.804871:0.008334 688.390259:0.005190 752.926819:0.007274 838.975586:0.010408 925.024414:0.005527 1011.073181:0.004287 1097.121948:0.004121 1161.658569:0.003606 4065.804932:0.001789 4173.365723:0.001536 4366.975586:0.002038 
258.146332:0.011303 365.707306:0.002537 451.756104:0.005734 494.780487:0.007231 537.804871:0.008531 580.829285:0.005000 666.878052:0.003228 774.439026:0.010121 838.975586:0.009776 946.536560:0.005941 1011.073181:0.003743 1097.121948:0.004473 1161.658569:0.003526 1204.682983:0.001894 4044.292725:0.002346 4366.975586:0.001932 
258.146332:0.037981 344.195129:0.007152 387.219513:0.004412 430.243896:0.006861 516.292664:0.019621 602.341492:0.006566 645.365845:0.004179 709.902466:0.006993 774.439026:0.020038 838.975586:0.008970 882.000000:0.004960 925.024414:0.004442 968.048767:0.004325 1011.073181:0.004821 1097.121948:0.005664 1161.658569:0.004453 
258.146332:0.105108 516.292664:0.059348 731.414612:0.027853 774.439026:0.052930 838.975586:0.020343 903.512207:0.006259 968.048767:0.012680 1032.585327:0.019709 1097.121948:0.010794 1161.658569:0.007312 1247.707275:0.006228 1419.804932:0.001600 3893.707275:0.001713 4001.268311:0.002362 4087.317139:0.001642 4194.877930:0.001413 
43.024391:0.004832 258.146332:0.211154 516.292664:0.132121 774.439026:0.127928 1032.585327:0.064986 1161.658569:0.013082 1247.707275:0.017606 1419.804932:0.003548 3377.414551:0.001361 3829.170654:0.001615 3893.707275:0.002301 3979.756104:0.001820 4022.780518:0.001752 4108.829102:0.002040 4194.877930:0.002259 4302.438965:0.001367 
43.024391:0.006801 258.146332:0.324362 516.292664:0.216253 774.439026:0.218220 903.512207:0.014794 1011.073181:0.161359 1161.658569:0.021535 1247.707275:0.037987 1376.780518:0.003316 1419.804932:0.005600 3377.414551:0.002581 3829.170654:0.002016 3893.707275:0.003186 3979.756104:0.001948 4108.829102:0.002751 4194.877930:0.003418 
43.024391:0.006595 107.560974:0.018669 172.097565:0.028272 258.146332:0.394747 494.780487:0.270476 645.365845:0.024502 752.926819:0.325518 989.560974:0.291896 1118.634155:0.014164 1183.170776:0.044413 1226.195068:0.059431 1376.780518:0.005699 1441.317017:0.010501 3398.926758:0.003485 3893.707275:0.004060 4194.877930:0.004105 
21.512196:0.005864 107.560974:0.014413 258.146332:0.381229 494.780487:0.303525 752.926819:0.357417 968.048767:0.381817 1183.170776:0.093231 1333.756104:0.005059 1376.780518:0.012097 1419.804932:0.014970 3377.414551:0.003656 3420.438965:0.003720 3893.707275:0.004431 4022.780518:0.003640 4130.341309:0.003395 4194.877930:0.003994 
86.048782:0.013269 236.634140:0.351155 494.780487:0.258487 602.341492:0.016614 731.414612:0.359420 968.048767:0.453526 1183.170776:0.138762 1376.780518:0.027373 1484.341431:0.007377 1591.902466:0.007038 3011.707275:0.003816 3205.317139:0.004046 3420.438965:0.003846 3893.707275:0.004485 4022.780518:0.005263 4173.365723:0.004188 
86.048782:0.010578 236.634140:0.316627 473.268280:0.225826 709.902466:0.306470 946.536560:0.491844 1140.146362:0.188603 1269.219482:0.027689 1333.756104:0.051837 1484.341431:0.007754 1548.878052:0.014262 1764.000000:0.004234 3011.707275:0.004474 3205.317139:0.004695 3893.707275:0.004516 4044.292725:0.006698 4173.365723:0.004175 
64.536583:0.007994 236.634140:0.254173 451.756104:0.181365 688.390259:0.265646 925.024414:0.498216 1118.634155:0.252018 1312.243896:0.092826 1527.365845:0.025558 1720.975586:0.007406 1764.000000:0.006124 3011.707275:0.004575 3205.317139:0.005066 3312.877930:0.005631 3850.682861:0.004607 4044.292725:0.008151 4108.829102:0.005220 
21.512196:0.007153 64.536583:0.007537 215.121948:0.264308 451.756104:0.151678 666.878052:0.214468 903.512207:0.471869 1097.121948:0.324607 1290.731689:0.136032 1505.853638:0.043897 1613.414673:0.009452 1677.951172:0.013107 3097.756104:0.005087 3205.317139:0.005149 3312.877930:0.006215 3872.195068:0.005414 4044.292725:0.008360 
43.024391:0.009645 129.073166:0.006178 215.121948:0.262692 430.243896:0.130737 666.878052:0.167077 882.000000:0.427801 1075.609741:0.372785 1269.219482:0.191705 1462.829224:0.071569 1656.438965:0.029698 1828.536621:0.008183 2904.146240:0.006092 3054.731689:0.006818 3958.243896:0.005950 4001.268311:0.006662 4044.292725:0.008741 
43.024391:0.012523 215.121948:0.242655 430.243896:0.099972 645.365845:0.130435 860.487793:0.349745 1054.097534:0.378002 1247.707275:0.245907 1441.317017:0.107138 1634.926880:0.057987 1807.024414:0.018626 2000.634155:0.008542 2990.195068:0.009204 3054.731689:0.008674 3140.780518:0.007265 3979.756104:0.009419 4065.804932:0.009637 
43.024391:0.014454 193.609756:0.221010 408.731720:0.098701 623.853638:0.109282 709.902466:0.017218 838.975586:0.258839 1032.585327:0.370704 1226.195068:0.289471 1419.804932:0.146454 1613.414673:0.092355 1785.512207:0.033076 1979.121948:0.013442 3011.707275:0.013413 3140.780518:0.010730 3979.756104:0.011560 4065.804932:0.010997 
43.024391:0.016363 193.609756:0.249742 387.219513:0.084585 602.341492:0.098000 817.463440:0.200663 1011.073181:0.360015 1204.682983:0.315928 1398.292725:0.178672 1505.853638:0.052018 1591.902466:0.118948 1764.000000:0.052026 1893.073120:0.012444 1957.609741:0.019184 2990.195068:0.013796 3033.219482:0.016612 3140.780518:0.013263 
43.024391:0.017793 193.609756:0.269043 387.219513:0.098302 580.829285:0.085036 795.951233:0.167952 989.560974:0.330813 1183.170776:0.306789 1376.780518:0.187656 1570.390259:0.136694 1720.975586:0.070293 1893.073120:0.026669 2839.609863:0.011612 2968.682861:0.018356 3033.219482:0.018768 3097.756104:0.016823 3162.292725:0.015182 
193.609756:0.278112 387.219513:0.096176 580.829285:0.076837 774.439026:0.145842 968.048767:0.288750 1161.658569:0.280759 1333.756104:0.195679 1441.317017:0.066432 1548.878052:0.146887 1634.926880:0.084638 1677.951172:0.101496 1785.512207:0.049256 1828.536621:0.042227 1871.561035:0.041544 2968.682861:0.020786 3097.756104:0.021268 
193.609756:0.275838 365.707306:0.110662 559.317078:0.079729 752.926819:0.132176 946.536560:0.257753 1140.146362:0.257791 1312.243896:0.209149 1505.853638:0.155729 1677.951172:0.125342 1785.512207:0.057164 1828.536621:0.061024 1936.097534:0.027101 1979.121948:0.027215 2968.682861:0.021442 3033.219482:0.021153 3097.756104:0.022014 
172.097565:0.273431 365.707306:0.120605 537.804871:0.076986 731.414612:0.124937 925.024414:0.230216 1097.121948:0.237111 1269.219482:0.212374 1376.780518:0.080376 1462.829224:0.147887 1570.390259:0.113269 1613.414673:0.143532 1656.438965:0.148775 1742.487793:0.060600 1807.024414:0.084217 1936.097534:0.030018 1979.121948:0.037180 
172.097565:0.302904 365.707306:0.112520 537.804871:0.079891 709.902466:0.116599 903.512207:0.202906 1075.609741:0.222277 1247.707275:0.218337 1441.317017:0.152735 1527.365845:0.102187 1570.390259:0.166757 1807.024414:0.103446 1893.073120:0.030409 1979.121948:0.045378 2968.682861:0.025718 3011.707275:0.019768 3076.243896:0.018661 
172.097565:0.317489 344.195129:0.132857 516.292664:0.079603 688.390259:0.103291 882.000000:0.181576 1054.097534:0.211262 1226.195068:0.222116 1398.292725:0.149755 1570.390259:0.192004 1634.926880:0.107878 1677.951172:0.079737 1720.975586:0.080104 1807.024414:0.105862 1893.073120:0.032330 1979.121948:0.048794 2968.682861:0.025365 
172.097565:0.317451 344.195129:0.138237 516.292664:0.080036 688.390259:0.104248 860.487793:0.163741 1032.585327:0.203662 1204.682983:0.219162 1290.731689:0.079400 1355.268311:0.160079 1462.829224:0.099577 1570.390259:0.178419 1634.926880:0.092607 1677.951172:0.087351 1720.975586:0.083035 1807.024414:0.097042 1979.121948:0.042763 
172.097565:0.304746 344.195129:0.126968 494.780487:0.081383 666.878052:0.101661 838.975586:0.147881 1011.073181:0.196711 1183.170776:0.212584 1333.756104:0.166850 1505.853638:0.157964 1570.390259:0.138868 1634.926880:0.112113 1720.975586:0.071174 1807.024414:0.079797 1893.073120:0.033098 2000.634155:0.029511 2151.219482:0.019791 
172.097565:0.282073 322.682922:0.144402 494.780487:0.081425 645.365845:0.086085 817.463440:0.130098 989.560974:0.188699 1161.658569:0.197802 1312.243896:0.173630 1484.341431:0.174208 1570.390259:0.127067 1634.926880:0.135933 1720.975586:0.055042 1785.512207:0.069515 1850.048828:0.029867 1893.073120:0.033790 2022.146362:0.028134 
150.585373:0.252758 322.682922:0.150349 473.268280:0.075579 645.365845:0.086707 795.951233:0.112537 968.048767:0.178438 1118.634155:0.181049 1290.731689:0.177168 1462.829224:0.148273 1570.390259:0.147744 1613.414673:0.135465 1656.438965:0.119985 1720.975586:0.073840 1850.048828:0.032196 1914.585327:0.033461 2022.146362:0.029681 
150.585373:0.265517 322.682922:0.140202 473.268280:0.077199 623.853638:0.078810 795.951233:0.103516 946.536560:0.169893 1097.121948:0.170354 1269.219482:0.168912 1419.804932:0.137586 1548.878052:0.190722 1613.414673:0.128709 1656.438965:0.136959 1699.463379:0.105347 1764.000000:0.068258 1914.585327:0.029247 2000.634155:0.031854 
150.585373:0.269408 301.170746:0.145615 451.756104:0.070976 623.853638:0.070737 774.439026:0.098638 925.024414:0.155273 1075.609741:0.160854 1226.195068:0.171833 1312.243896:0.082575 1376.780518:0.133692 1462.829224:0.099447 1548.878052:0.177634 1613.414673:0.124970 1656.438965:0.161135 1720.975586:0.114187 1785.512207:0.072910 
150.585373:0.263800 301.170746:0.156318 451.756104:0.075196 602.341492:0.071358 752.926819:0.094253 903.512207:0.138531 1054.097534:0.150661 1204.682983:0.163253 1355.268311:0.130741 1419.804932:0.085793 1527.365845:0.180633 1570.390259:0.140180 1677.951172:0.165134 1720.975586:0.110780 1785.512207:0.096705 1871.561035:0.041297 
150.585373:0.250083 301.170746:0.149257 430.243896:0.064729 731.414612:0.083844 903.512207:0.117684 1054.097534:0.132709 1097.121948:0.068900 1183.170776:0.155898 1333.756104:0.144091 1484.341431:0.159583 1527.365845:0.155529 1634.926880:0.189997 1677.951172:0.166984 1720.975586:0.111595 1764.000000:0.115285 1828.536621:0.068202 
150.585373:0.227384 279.658539:0.146923 731.414612:0.075371 860.487793:0.104934 1011.073181:0.127280 1054.097534:0.106427 1140.146362:0.133976 1204.682983:0.121054 1290.731689:0.137760 1333.756104:0.130270 1419.804932:0.095829 1484.341431:0.149681 1570.390259:0.138184 1613.414673:0.191654 1677.951172:0.163144 1764.000000:0.126684 
150.585373:0.195903 279.658539:0.152863 860.487793:0.088159 1011.073181:0.124638 1054.097534:0.093020 1140.146362:0.144848 1204.682983:0.116640 1290.731689:0.139963 1333.756104:0.109607 1419.804932:0.117609 1484.341431:0.125506 1548.878052:0.172036 1613.414673:0.181795 1699.463379:0.188076 1764.000000:0.109975 1828.536621:0.076361 
129.073166:0.205065 258.146332:0.136367 882.000000:0.079431 946.536560:0.089891 1011.073181:0.117079 1075.609741:0.096182 1140.146362:0.135132 1204.682983:0.113790 1269.219482:0.124953 1355.268311:0.101932 1419.804932:0.101648 1484.341431:0.113611 1548.878052:0.155124 1613.414673:0.166141 1699.463379:0.186712 1850.048828:0.090736 
129.073166:0.203716 258.146332:0.145664 774.439026:0.065636 903.512207:0.085739 946.536560:0.083819 1011.073181:0.109421 1075.609741:0.092295 1140.146362:0.110613 1204.682983:0.101567 1269.219482:0.105548 1355.268311:0.099637 1398.292725:0.098872 1484.341431:0.095601 1613.414673:0.157283 1699.463379:0.154438 1850.048828:0.105630 
129.073166:0.187082 236.634140:0.131018 903.512207:0.086111 946.536560:0.070861 1032.585327:0.100878 1075.609741:0.082365 1140.146362:0.089242 1204.682983:0.084085 1269.219482:0.089807 1333.756104:0.074743 1398.292725:0.106395 1527.365845:0.085098 1613.414673:0.137955 1699.463379:0.119560 1742.487793:0.096380 1850.048828:0.110287 
129.073166:0.164359 236.634140:0.142159 365.707306:0.058979 838.975586:0.067485 903.512207:0.060625 946.536560:0.071198 1032.585327:0.081188 1075.609741:0.076398 1140.146362:0.067568 1269.219482:0.079997 1398.292725:0.109242 1505.853638:0.094767 1634.926880:0.116910 1699.463379:0.086777 1742.487793:0.092782 1850.048828:0.093238 
107.560974:0.152395 236.634140:0.137320 344.195129:0.059163 709.902466:0.057264 817.463440:0.072111 946.536560:0.075123 1054.097534:0.076558 1161.658569:0.055517 1290.731689:0.071729 1419.804932:0.097872 1505.853638:0.079324 1570.390259:0.055452 1634.926880:0.120839 1699.463379:0.064621 1742.487793:0.087075 1871.561035:0.074367 
107.560974:0.138796 236.634140:0.122434 344.195129:0.052079 473.268280:0.038074 709.902466:0.050127 817.463440:0.063656 946.536560:0.067016 1075.609741:0.068636 1183.170776:0.038743 1290.731689:0.064170 1376.780518:0.048208 1419.804932:0.095545 1527.365845:0.068967 1613.414673:0.103046 1764.000000:0.085451 1871.561035:0.051081 
107.560974:0.117315 236.634140:0.099727 365.707306:0.039259 473.268280:0.030067 602.341492:0.027904 709.902466:0.038639 838.975586:0.046949 946.536560:0.050345 1075.609741:0.056441 1290.731689:0.045744 1376.780518:0.026657 1441.317017:0.077494 1591.902466:0.106255 1699.463379:0.041380 1764.000000:0.082607 1893.073120:0.039720 
129.073166:0.091007 236.634140:0.071464 365.707306:0.030712 473.268280:0.021579 602.341492:0.021520 709.902466:0.026233 838.975586:0.030551 946.536560:0.033911 1075.609741:0.037960 1290.731689:0.030812 1441.317017:0.061712 1527.365845:0.036818 1591.902466:0.095473 1677.951172:0.039356 1764.000000:0.067284 1893.073120:0.024019 
129.073166:0.058608 236.634140:0.042233 365.707306:0.020461 709.902466:0.016008 752.926819:0.016342 795.951233:0.016050 860.487793:0.017972 946.536560:0.021543 1097.121948:0.024241 1269.219482:0.020966 1419.804932:0.037203 1462.829224:0.039263 1527.365845:0.024613 1591.902466:0.066418 1677.951172:0.038419 1764.000000:0.045087 
107.560974:0.028444 258.146332:0.020406 365.707306:0.011291 494.780487:0.009057 774.439026:0.011439 882.000000:0.015281 946.536560:0.013290 1011.073181:0.010016 1097.121948:0.011400 1183.170776:0.010232 1269.219482:0.016428 1419.804932:0.019163 1462.829224:0.021173 1591.902466:0.039102 1677.951172:0.028378 1742.487793:0.028047 
107.560974:0.009174 258.146332:0.006776 301.170746:0.006445 752.926819:0.006670 795.951233:0.005702 882.000000:0.010456 1011.073181:0.005555 1204.682983:0.009870 1269.219482:0.009921 1333.756104:0.006143 1398.292725:0.010160 1462.829224:0.008698 1527.365845:0.020248 1591.902466:0.021153 1656.438965:0.021643 1742.487793:0.018081 
322.682922:0.003142 645.365845:0.003055 731.414612:0.004627 795.951233:0.003237 903.512207:0.007278 968.048767:0.003218 1011.073181:0.003481 1054.097534:0.003298 1204.682983:0.007459 1290.731689:0.004859 1376.780518:0.005179 1419.804932:0.005207 1527.365845:0.012984 1591.902466:0.010631 1656.438965:0.015683 1720.975586:0.010778 
645.365845:0.001818 752.926819:0.003358 860.487793:0.003432 903.512207:0.003420 989.560974:0.003207 1118.634155:0.001701 1204.682983:0.003672 1312.243896:0.003338 1376.780518:0.002453 1441.317017:0.002815 1570.390259:0.008390 1656.438965:0.007865 1720.975586:0.006894 1807.024414:0.002470 1893.073120:0.002154 2968.682861:0.001279 
645.365845:0.000827 752.926819:0.002309 860.487793:0.001722 903.512207:0.001206 1011.073181:0.002087 1140.146362:0.001305 1204.682983:0.001799 1312.243896:0.001780 1376.780518:0.000780 1441.317017:0.001641 1505.853638:0.002687 1570.390259:0.006080 1634.926880:0.002708 1720.975586:0.004213 1807.024414:0.001068 1871.561035:0.001736 
666.878052:0.000436 752.926819:0.001297 817.463440:0.000338 860.487793:0.000691 989.560974:0.001051 1097.121948:0.000903 1140.146362:0.000613 1204.682983:0.000746 1312.243896:0.000748 1376.780518:0.000375 1441.317017:0.000998 1505.853638:0.001093 1570.390259:0.003023 1699.463379:0.003417 1807.024414:0.000597 1871.561035:0.001022 
516.292664:0.000217 752.926819:0.000661 817.463440:0.000244 882.000000:0.000520 968.048767:0.000370 1097.121948:0.000431 1161.658569:0.000477 1312.243896:0.000376 1355.268311:0.000308 1441.317017:0.000660 1548.878052:0.001313 1591.902466:0.001220 1699.463379:0.002157 1828.536621:0.000539 3054.731689:0.000198 3140.780518:0.000241 
559.317078:0.000199 774.439026:0.000397 860.487793:0.000392 903.512207:0.000301 968.048767:0.000276 1097.121948:0.000199 1140.146362:0.000226 1312.243896:0.000204 1441.317017:0.000320 1484.341431:0.000438 1527.365845:0.000577 1613.414673:0.000638 1720.975586:0.001265 1764.000000:0.000396 1828.536621:0.000402 1893.073120:0.000190 
494.780487:0.000152 559.317078:0.000164 774.439026:0.000273 860.487793:0.000315 968.048767:0.000230 1118.634155:0.000196 1183.170776:0.000133 1312.243896:0.000130 1419.804932:0.000245 1484.341431:0.000438 1527.365845:0.000316 1613.414673:0.000462 1656.438965:0.000686 1720.975586:0.000776 1785.512207:0.000340 3054.731689:0.000127 
473.268280:0.000152 559.317078:0.000118 709.902466:0.000125 774.439026:0.000185 838.975586:0.000192 903.512207:0.000171 968.048767:0.000208 1011.073181:0.000105 1140.146362:0.000134 1183.170776:0.000129 1484.341431:0.000371 1527.365845:0.000264 1570.390259:0.000159 1634.926880:0.000699 1720.975586:0.000452 1785.512207:0.000250 
451.756104:0.000143 688.390259:0.000127 774.439026:0.000138 838.975586:0.000144 903.512207:0.000174 968.048767:0.000192 1075.609741:0.000131 1140.146362:0.000123 1204.682983:0.000106 1398.292725:0.000102 1462.829224:0.000390 1527.365845:0.000267 1634.926880:0.000739 1699.463379:0.000323 1742.487793:0.000290 1785.512207:0.000181 
451.756104:0.000160 688.390259:0.000125 795.951233:0.000119 838.975586:0.000100 903.512207:0.000129 968.048767:0.000180 1075.609741:0.000163 1161.658569:0.000109 1204.682983:0.000091 1376.780518:0.000102 1462.829224:0.000376 1527.365845:0.000278 1656.438965:0.000567 1699.463379:0.000314 1742.487793:0.000198 1828.536621:0.000105 
451.756104:0.000156 688.390259:0.000098 795.951233:0.000144 882.000000:0.000121 968.048767:0.000161 1075.609741:0.000149 1161.658569:0.000096 1226.195068:0.000072 1355.268311:0.000132 1462.829224:0.000278 1548.878052:0.000332 1613.414673:0.000428 1656.438965:0.000475 1742.487793:0.000196 1828.536621:0.000130 3033.219482:0.000083 
